iter	Logloss
0	0.6431768302
1	0.6017401477
2	0.5602566642
3	0.5064332688
4	0.4602225846
5	0.4145964119
6	0.37503984
7	0.3412211989
8	0.3297461694
9	0.3036410866
10	0.2951378872
11	0.2547555225
12	0.2113231691
13	0.1840120764
14	0.1544037918
15	0.1289555292
16	0.1235418589
17	0.1102361434
18	0.09722567922
19	0.09437317181
20	0.09214135487
21	0.0827049654
22	0.07629603544
23	0.06795530836
24	0.05781259777
25	0.05273866958
26	0.04670742692
27	0.04546033025
28	0.04287498805
29	0.04169102768
30	0.0377119534
31	0.03438303476
32	0.02988578994
33	0.02752759177
34	0.02518615813
35	0.02218869445
36	0.01965591606
37	0.01822141122
38	0.01773916045
39	0.01614610498
40	0.01539060302
41	0.01503338539
42	0.01401375251
43	0.01326584851
44	0.01281054417
45	0.01256640796
46	0.01157503433
47	0.01074986086
48	0.01001565816
49	0.00916364945
50	0.008494623412
51	0.007999387276
52	0.007852863941
53	0.007253729706
54	0.007189151511
55	0.006991753086
56	0.006882226211
57	0.006782497291
58	0.006395434976
59	0.00631557933
60	0.006199563139
61	0.005859845723
62	0.005649914948
63	0.005515869774
64	0.005158561919
65	0.005030434946
66	0.004819816551
67	0.004622492408
68	0.004490912773
69	0.00433354876
70	0.004307479789
71	0.00406349299
72	0.003841191943
73	0.003787040907
74	0.003622880329
75	0.003598654576
76	0.003567060227
77	0.003404252374
78	0.003321149023
79	0.003285860811
80	0.003161061115
81	0.003137872077
82	0.003058677384
83	0.00292149269
84	0.002894390565
85	0.002871366295
86	0.002776200838
87	0.002719267768
88	0.002644054665
89	0.002552264238
90	0.002539871039
91	0.002517854854
92	0.002470012661
93	0.002369558198
94	0.002294086193
95	0.00227449788
96	0.002219717476
97	0.00214083737
98	0.002107220532
99	0.002051916677
100	0.002035814146
101	0.002020784773
102	0.001948843775
103	0.001905141298
104	0.001840199911
105	0.001779102793
106	0.001766768061
107	0.001715755214
108	0.001667101767
109	0.001639586235
110	0.001605327202
111	0.001594935002
112	0.001547161982
113	0.001516338591
114	0.001477460153
115	0.001471474747
116	0.00144699691
117	0.001416122139
118	0.00137743531
119	0.001352815766
120	0.001317201471
121	0.001283282167
122	0.00126751396
123	0.001235886131
124	0.001230611964
125	0.001218954402
126	0.00119621023
127	0.001167727519
128	0.001153317457
129	0.001130426379
130	0.001120835321
131	0.001100209718
132	0.001075790419
133	0.001058574991
134	0.001037074568
135	0.001030318991
136	0.00101898854
137	0.0009978015508
138	0.0009844508416
139	0.0009738391968
140	0.0009543728
141	0.0009412925431
142	0.0009241803692
143	0.0009141215734
144	0.000910805603
145	0.0009001958052
146	0.0008921505317
147	0.0008891982675
148	0.0008812569697
149	0.0008728280307
150	0.0008569638742
151	0.0008516154464
152	0.0008474786206
153	0.0008398527328
154	0.000830875693
155	0.000824887812
156	0.0008200783282
157	0.0008164143644
158	0.0008127828586
159	0.0008022775021
160	0.0007990547463
161	0.0007952426644
162	0.000784032615
163	0.000782002217
164	0.0007773019548
165	0.0007732568354
166	0.0007704989018
167	0.0007679689155
168	0.0007649971971
169	0.0007595906345
170	0.0007539949479
171	0.0007508012561
172	0.0007461867396
173	0.0007409439998
174	0.000733237461
175	0.0007295916179
176	0.0007238747021
177	0.0007209360822
178	0.0007156470978
179	0.0007112893988
180	0.0007072765897
181	0.000704413357
182	0.0007019870162
183	0.0006965971447
184	0.0006931399864
185	0.0006906305812
186	0.0006860149459
187	0.0006833768829
188	0.0006794582399
189	0.0006732490804
190	0.0006693994474
191	0.0006637995211
192	0.0006582914251
193	0.0006560381003
194	0.0006508588441
195	0.0006472018905
196	0.0006435520433
197	0.0006398886995
198	0.0006366513099
199	0.0006337509741
200	0.0006306273567
201	0.0006275230521
202	0.0006240963522
203	0.0006207732557
204	0.0006180669666
205	0.0006130777567
206	0.0006099649813
207	0.0006069162473
208	0.0006037121014
209	0.0005987170083
210	0.000595231798
211	0.0005906335485
212	0.0005872489624
213	0.0005825474674
214	0.0005793484839
215	0.0005769772586
216	0.0005737579786
217	0.0005693445477
218	0.0005665704814
219	0.0005635146151
220	0.0005613619715
221	0.0005588063803
222	0.0005559878926
223	0.0005532010114
224	0.0005510476387
225	0.0005481304872
226	0.0005460009611
227	0.0005431769888
228	0.0005410893381
229	0.0005383194253
230	0.0005362723899
231	0.0005335196112
232	0.0005308329666
233	0.0005288461197
234	0.0005268769841
235	0.0005249253006
236	0.0005229908156
237	0.0005210732804
238	0.0005185085319
239	0.0005159717673
240	0.0005134682399
241	0.0005109916281
242	0.0005091648643
243	0.0005067323676
244	0.0005042936607
245	0.0005025174686
246	0.0005007561544
247	0.0004984085232
248	0.0004966784799
249	0.0004945624959
250	0.0004928615212
251	0.000491174443
252	0.0004889201141
253	0.0004872623109
254	0.0004851548093
255	0.0004835247603
256	0.0004813443232
257	0.000479156547
258	0.0004770194712
259	0.000475446277
260	0.0004738853973
261	0.0004717973381
262	0.0004700204555
263	0.0004681377692
264	0.0004666268897
265	0.0004645790198
266	0.0004625781379
267	0.0004611050925
268	0.0004591359463
269	0.0004571587309
270	0.00045520029
271	0.0004533788699
272	0.0004515735445
273	0.0004501722166
274	0.0004487812139
275	0.0004474004106
276	0.0004460296832
277	0.0004446689105
278	0.000443317973
279	0.0004414809441
280	0.0004399343412
281	0.0004381274832
282	0.0004368178704
283	0.0004350579192
284	0.0004334588884
285	0.0004316469172
286	0.0004303779457
287	0.0004291178091
288	0.0004273444921
289	0.000425645606
290	0.0004240354946
291	0.000422308013
292	0.0004205961131
293	0.0004193961032
294	0.0004178020155
295	0.0004162576683
296	0.0004146725278
297	0.0004135085015
298	0.0004119632599
299	0.0004103538654
300	0.0004087949389
301	0.000407258942
302	0.0004058695097
303	0.000404309507
304	0.0004032059644
305	0.0004021095507
306	0.0004007085226
307	0.0003996268149
308	0.0003985520123
309	0.0003971767517
310	0.0003961162113
311	0.0003950623617
312	0.0003944882679
313	0.0003931878508
314	0.0003919754325
315	0.0003909446614
316	0.0003895355073
317	0.0003881066643
318	0.0003870975197
319	0.000386094568
320	0.0003848075326
321	0.0003838174077
322	0.0003824771606
323	0.0003811993622
324	0.0003798246696
325	0.0003788616905
326	0.0003776252159
327	0.0003765110606
328	0.0003752911717
329	0.0003743520538
330	0.0003730809063
331	0.0003717780293
332	0.0003708575821
333	0.0003699425065
334	0.0003690327505
335	0.0003681282628
336	0.0003668599877
337	0.0003656413729
338	0.0003647545264
339	0.0003638727416
340	0.0003626371395
341	0.0003614012733
342	0.000360174702
343	0.0003593164091
344	0.0003582477562
345	0.0003570751506
346	0.0003562323582
347	0.0003553942429
348	0.0003542105932
349	0.0003533828866
350	0.0003525597237
351	0.0003514412421
352	0.0003506278082
353	0.0003495222789
354	0.0003485734564
355	0.0003474375481
356	0.0003463381539
357	0.0003452251654
358	0.0003441129842
359	0.0003431034907
360	0.0003423295679
361	0.000341245614
362	0.0003401678628
363	0.0003390976081
364	0.0003380538353
365	0.0003373037203
366	0.000336286074
367	0.0003355443916
368	0.000334537945
369	0.0003338045495
370	0.0003328578941
371	0.0003321324267
372	0.0003317280302
373	0.0003310083446
374	0.0003300294506
375	0.0003291875049
376	0.0003280803986
377	0.0003273775457
378	0.0003269843437
379	0.0003258617823
380	0.0003248213319
381	0.0003241341465
382	0.000323792352
383	0.0003227246068
384	0.000321708895
385	0.0003208597343
386	0.0003205746171
387	0.0003196565871
388	0.0003196565871
389	0.000318993072
390	0.0003181586472
391	0.0003172421137
392	0.0003170010773
393	0.0003160913707
394	0.0003157293188
395	0.0003150829801
396	0.0003140515087
397	0.0003132433347
398	0.0003123555709
399	0.000311650025
400	0.0003110211757
401	0.0003103952844
402	0.0003100854604
403	0.000309215869
404	0.0003085979141
405	0.0003079828347
406	0.0003073120644
407	0.0003065841715
408	0.0003059778116
409	0.0003052118354
410	0.0003049126882
411	0.0003043135538
412	0.0003037171552
413	0.0003030672061
414	0.000302476354
415	0.0003018881756
416	0.0003010643035
417	0.0003002571474
418	0.0002996779764
419	0.0002988786774
